instagram_comments,offensive_language
"Que terror! Meu Deus que desumanidade!!! Como um homem desse ainda é ouvido por alguém!? Como alguem ainda ousa contratar seus servicos de jornalista ainda!? Só alguém q é igual a ele, alguém asqueroso, desumano e cristofobico! 😡😡",1
Não cansam de passar vergonha!! #GloboLixo,1
Grande Merda 💩💩💩💩💩💩,1
Que nojo. 😔,1
"Concordo com vc , Manuela davila",0
"Que esse coronelzinho seja responsabilizado e devidamente penalizado. Criatura desprezível, coronel de 💩.",1
Emocionante chamado à razão de nossa iludida e cìnica sociedade capitalista.,0
"Senhora, Tenha pena da esquerda, porque com a direita está tudo certo. 👍🏻🤘🤘🤘🤓",0
A minha mais profunda empatia e solidariedade a nossa ministra. Pq esse bosta se acha no direito de sair ofendendo as pessoas desse jeito?,1
@joicehasselmannoficial cada vez mais desacreditada. Mais falsa que 3 reais,1
Força Ministra!!!! 💪💪💪🙏🙏🙏,0
esse cavalo batizado no Jordão fala cada merda. 😡,1
Muito triste e revoltante,0
"O Brasil precisa URGENTE de pessoas sérias e comprometidas com o bem para a população brasileira. Vamos nos concentrar em assuntos mais importantes, do que firulas de poder e grana dentro do próprio partido. Quem NAO TEM SABEDORIA pra conduzir um partido político com discernimento e sabedoria , NAO TEM CONDICOES de conduzir algo MAIOR.",0
Toda vez que o João Gordo falava professor era uma tristeza por lembrar que deveria ser presidente 😢 #forabolsonaro,0
São financiados PELOS MILICIANOS BOSTANAROS. Jair e sua PROLE PODRE DE BANDIDOS.,1
Não tinha nada melhor pra postar senhora? Chega né. Ja basta essa imprensa brasileira lixo e vc vem dar crédito a outras internacionais e principalmente notícias tendenciosas. Para q tá feio. 🤮🤢,1
#lulanaprisao,1
Mostre o seu trabalho e esforço e seja leal ao povo que te elegeu e larga essa TRAIDORA pra lá com as baixarias dela .,1
Queiroz livre? Queiroz guerreiro do povo brasileiro👉👉😂😂😂😂😂 A ESQUERDALHA É PODRE,1
Prende logo,1
"Ele não tem cacife para ser um representante do Povo,ele não tem capacidade intelectual de exercer cargos públicos. #ForaDeputadoTadeu",1
Acredito que esses comunistas malditos bandidos estão folgando demais!!!! Uma boa prenda para dar um jeito neles 💣👊🏻💣👊🏻,1
"O que mais eu me admiro é ver, primeiro, organizadores de eventos mundiais importantes dar voz a uma menina de 16 anos, e também, a imprensa mundial divulgar e comparar uma pirralha com um presidente da república eleito pelo povo. Falta de ter o que fazer mesmo. Pirralha, cresça, estude, crie/faça alguma coisa de útil, depois pode cobrar alguma coisa.",1
"😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂GLOBOLIXO, NAZISTAS! A POPULAÇÃO DEVERIA VER O QUE REALMENTE A GLOBOSTA É . NUNCA MAIS SINTONIZAR NESTA MERDA.",1
Absurdo,0
Que lindo! Representatividade imensa da educação.,0
Eu estou otimista🙏,0
Que mulheres que nos orgulham 👏👏👏👏👏👏,0
"ué @carla.zambelli , nera pra parar de falar e dar hibope pra essa daí?? você nos pediu isso e agira ta aí, fazendo o que ela quer .",0
Frustrada sexual.,1
Parabéns merece👏👏,0
Noussa. Quanta hipocrisia.,1
Nojo desse homem 🤮🤮🤮,1
"Eu esperava tudo nessa vida, menos a Globo passar tanta vergonha! Que jornalistas tendenciosas, não escapam um. Todos com viés ideológico contra o Governo Federal, que até agora não fez nada de bom para essa emissora lixo.",1
#forabolsonaro corrupto,1
Realmente a hipocrisia está estampada na cara de pau 👎👎👎👎,1
mentira fauso fora,1
"Estou muito confiante o Brasil já deu certo, estão reclamando do preço da carne, culpando o presidente, ele não tem vacas, se tá caro não come, tem outras opções",0
Meu Deus que perseguição é essa aos filhos do Presidente hein !!!,0
"Ministra, filha do Deus altíssimo! Não te assuste com esses filhos de satanás! Eles só fazem barulho. Vc está coberta pelo sangue do cordeiro! Fica na paz querida! Deus, só dá grandes lutas, pra grandes guerreiros! Não te mandei Eu, ???? Seja forte, não temas!!!!",1
Essa mulher é doente.pilantra!,1
Deus está no comando🙌🙌,0
É uma cara de pau mesmo... 😡,1
As vamos vencer. Confiaremos em Deus e tudo vai dar certo,0
Uma riquinha ignorante que está sendo usada por ativistas e políticos . Pobre jovem,1
"Falta de RESPEITO ao extremo desse infeliz repórter, JUSTIÇA nesse IMBECIL",1
Ótima ministra e tem o meu Respeito não deixe pessoas fazias de amor e cheias de inveja e rancor te fazer mal. Estamos com vc MINISTRA DAMARES,0
"Leilane Neubarth ja foi jornalista de qualidade, NJ, nao passa de uma fanatica hater contra o Bolsonaro.. ela e A Cristina Lobo sao INTRAGAVEIS",1
"É o satanás , merece ser queimado no fogo do inferno",1
Fico feliz em saber! Você e João Gordo valem sempre a pena!,0
Não acredita mesmo no Deus que prega,0
Lindossss 👏🏼👏🏼❤️,0
❤️❤️❤️❤️❤️❤️❤️Eu amo muito você vs Experiência com todo meu Respeito a você. Parabéns parabéns parabéns parabéns parabéns parabéns parabéns parabéns parabéns parabéns,0
Um dos melhores episódios do Panelaço ❤,0
"Quanta gente se beneficiando com o uso da imagem de uma adolescente ,que nem sabe que e usada politicamente!!",0
Crush 💕,0
Que cara idiota,1
O sonho não acabou fé em Deus parabéns,0
Jornalista pilantra!,1
Tu ta doído rato,1
Pelamos uma notícia boa 👏👏👏,0
Você deveria ter pena quando éramos governados pelo PT agora não temos um presidente e uma equipe de ministros que estão reconstruindo o Brasil devolvendo a credibilidade estabelecendo a economia e a justiça apesar de aínda ter resquícios desse antigo governo 👎. 🙏🇧🇷,0
Tamo juntas.,0
O presidente do Nordeste. ❤️,0
Educação para todos!,0
"Parece que depois de um longo e tenebroso inverno, encontramos o caminho.",0
"Ele é tudo, menos cristão",1
Duas das cabeças mais pensantes do País!,0
Tudo bandido esses corruptos desgraçados,1
Não passa de uma menina cagada q nem sabe limpar a própria bunda querendo aparecer....piralha simmmmm,1
"Parabéns, prefeito! 👏👏👏👏",0
A Globo tá falindo está mandado todo mundo embora,1
Pirralha,1
"Esses são nossos adolescentes, maravilhosos e cansados da hipocrisia dos adultos. Maravilhosa 👏🏻👏🏻👏🏻",0
E só o começo 💩💩💩💩💩 misericórdia #elenao,0
"Uma menina chega as capas aos 16 anos e não são em páginas policiais,muito contrário dos políticos desse país que só faz vergonha ao invés de cumprir seus mandados e os objetivos e promessas de melhoras. Nós fizemos a nossa parte,tiramos um governo corrupto do trono,agora quem tá lá abre a boca e fala merda. Só lembrando que nós TIRAMOS e COLOCAMOS vcs,Nós o POVO.",0
"@bolsonarosp por favor vamos evitar polêmica é tudo que a esquerda quer, combustível p provocar incêndio..🤔",0
Pepa Pig ou Pinguço?,1
RS merece😂,0
2 safados!,1
"Desgraçado, canalha!",1
QUE ORGULHO!,0
@mngalvao se liga nessa galera defendendo q engraçado.,0
Excelente,0
"Celebrar a morte de milhões de judeus? Estúpido, nojento",1
"Quem se importa com isso qdo nosso desemprego ainda está alto? Realmente é uma pirralha metida a certinha. Oq precisamos é foco no desenvolvimento interno, geração de empregos, desburocratização, corte de gastos do governo, mais saude e mais educação!!!",1
Tem que existir essas escolas uma delas pelo menos em cada bairro de São Gonçalo pois o município de São Gonçalo está abandonado,0
"Muito triste ver uma pessoa,que desempenha seu trabalho com garra ,coragem e muito profissionalismo,ser atacada dessa maneira!Será que,essa figura torpe,que se diz jornalista,não pensou que atacando uma mulher,com palavras tão desprezíveis,estava atacando todas!Como diz à Ministra Damares,é ridículo,é feio,é chocante!Muda Brasil!🇧🇷🇧🇷🇧🇷🇧🇷",0
"Lula so ..vai ganlha, matrícula na cadeia 😂",1
"Não aguentoooo, amo vocês ❤️",0
Coloca o ministro Tarcísio para falar na televisão todo dia que o pessimismo acaba,0
Maldita safada vc vai pagar caro ainda,1
"Joice Hasselman , Janaína Pascoal....Vcs são da esquerda e nunca foi de direita! Dr. Janaína: quando vc protocolou o impeachment da Dilma, eu já sabia que era tudo programado pelo PT, e vc simplesmente estava juntamente com a esquerda desde sempre. A saída da Dilma da Presidência da República foi uma jogada do próprio PT: Causaram a saída da Dilma Propositalmente para colocar Michel Temer que é de outro partido (MDB) para assumir a Presidência para levar a culpa das desgraça do PT achando que o povo era burro e que iria cair nas mentiras de vcs.",0
Perfeito 👏,0
Parabéns a grande equipe do Ministro da Economia.,0
Uma lição de como se deve respeitar o meio ambiente,0
Porque a Imprensa nojenta não se manifesta ! A esquerda pode tudo né!? 😠,1
Este povo do PT são uns FDP..,1
Verdade,0
Que maravilhosos,0
Vagabunda,1
Carla té desejo muita saúde para aquentar . Mais uma coisa é certo. DEUS está nó controle.,0
Quem votou nesta pérola deve estar felizzzzzz👏👏👏👏👏👏,0
Lindos! ❤️😍,0
I💰 manda pra ela e diz que foi presente de uma pessoa com as iniciais LILS via OAS para ver se ela sabe quem foi,0
🤔🤔🤔 será que as notícias fake vão vir com o anexo no roda pé ... é fake kkkkkk,0
Dois lindos ❤️,0
Ele já foi caduco....há uns 10 anos atrás!!agora tá passando dos limites total!!!,1
Todos sem vergonha cupado e o povo que ELEGERÃO,1
Como eu queria ter vc na presidência meu professor,0
Mérito seu!👏👏🙌,0
"Tem que prender os congressistas que saquearam o país e se escondem atrás das leis que os beneficiam, isso sim",1
"Rapaz um ladrão vagabundo, sem moral desse, lixo falando uma coisa dessa do MORO HOMEM DIGNP E HONRADO!!",1
@joicehasselmannoficial pare de prejudicar o 🇧🇷 com suas brigas pessoais com o filho do Presidente cuide da sua política,0
"Os 25% pessimista , não só são pessimistas COMO TORCEM CONTRA, sofrem com o que está melhorando , e fazem o que podem pra tudo dar errado",0
Ninguém quer ou não tem coragem!,0
Maravilhosos dms,0
É Pirralha mesmo...,1
"Miliciano, feliciano, tudo a mesma coisa. 🤢🤮",1
Meu filho tirou foto contigo!!! Obrigada pela atenção!!!,0
"Toda foto sua com freixo aquece meu coração. Quero ver o senhor aqui no Rio, ano que vem!!",0
Este é o motivo dele ter levado um pé na bunda da globolixo,1
Alguém c discernimento neste STF,0
Era só o que faltava! Fachin mandar suspender o julgamento desse inútil! Esse criminoso se acha mesmo dono de todo STF,1
Eu amo presi 💙,0
Coloca ela no meio do Mato morre de caganeira. Um fantoche que não sabe nem o que fala.,1
Melhor Presidente da história do nosso país.👏👏👏👏👏🇧🇷,0
"Difícil acreditar que alguém que se diz humano, repórter, tenha tido a coragem de dizer essas coisas.",0
Eu defendo a soberania nacional...estou com vc Haddad 👏🏾👏🏾👏🏾,0
Esse lixo de ser humano foi o motivo de eu me afastar da igreja quando criança,1
Vc é zica!!!,0
A excelente globo mostrou diferente....🙄,0
Pirralha,1
"Vamos respeitar os argentinos! Eles merecem mais respeito, eles conhecem a própria história e sabem o que estão fazendo.",0
As pessoas normais e que ainda têm capacidade de ver e entender o que está acontecendo,1
A educação ainda vai mudar este país!,0
"Vc tá se fazendo de sonsa,vc sabe muito bem oque tá por trás da pirralha.",1
"Seria um SONHO , se eu pudesse pegar suas mãozinhas , as mãozinhas do coleguinha , e fizesse vocês pedirem desculpas um ao outro , darem um abraço e voltarem a brincar no pátio...",0
Acredito que se cada um concentrar o tempo disponível em outras causas e esquecer Bi,0
É a Pirralha sim!!!!!,1
Mais uma vergonha!!!!,1
Parabéns deputada Benedita por lutar contra o racismo em nosso país 👏👏👏👏👏👏,0
Esse Alexandre é um especialista de respeito mesmo. Veio da merda da Globo pra estrelar ao lado da direita.👏🇧🇷🇧🇷🇧🇷,1
"😂😂😂😂😂 aí q burra, da zero pra ela...",1
"Meu Presidente, Deus lhe abençoe e proteja. 🇧🇷",0
😂😂😂😂Burra,1
Concordo plenamente os filhos do Presidente deveriam ser mais inteligente Será que não percebe que com isto só atrapalham o pai e é isto que os inimigos querem,0
"Vai faltar cadeia para o pessoal do Pt, Psol, e outros 😂😂😂😂",1
Comemorando a invasao da Polonia pelos nazistas do hitler???,0
"Minha filha vai fazer 15 anos e esse ano ela vai fazer a prova p colégio militar... Ela só estuda, o dia inteiro.. Mas para o colégio São 25 vagas para filhos de PM e 3 para ampla concorrência... Poderia ser mais justo para todos ... É o sonho dela estudar no colégio militar aqui no RJ, mas é muito difícil... Espero que ela não fique tão decepcionada caso não consiga!!! Tenho fé🙌",0
Velho asqueroso!!!,1
Sempre muito inteligentes as analogias de janaina,0
Velho ridículo 🤢🤮,1
Desiquilibrio total.,1
Nenhuma dúvida.,0
Vc é a prova da lástima que a educação do Brasil está.,1
Joice é uma judas. É o mal de todos esquerdistas,1
"Ridículos !!! Deveriam estar dando andamento às PRISÕES DOD CORRUPTOS !!! Quando assim o fizerem, não teremos mais FAKE NEWS !!!! TRABALHA DIREITO AÍ CONGRESSO. E O PACOTE ANTI CRIME ??? O QUE ESTÃO ESPERANDO PARA VOTAR ???? TRM MUITA GENTE AÍ BORRANDO NAS CALÇAS NÉ, PPR ISSO NAO VAI PRA FRENTE O QUE REALMRMTE INTERESSA AOS BRASILEIROS. Affffffff",1
"Essa imprensa suja e nojenta, criminosa, estamos fartos disso.",1
Foi uma honra professor!🤓🤘,0
"Eu apoio a Ministra Damares, ela me representa!",0
O demônio em pessoa.,1
"Nenhuma, mas va dizer isso aos burros que o elegeram!",1
#globolixo,1
Pq é criminosa do foro de São Paulo !,1
Pelo menos isso 👏,0
Amo ❤️😍,0
Cara pálida devolve o dinheiro a propina para o Brasil então,1
Orgulho ! @realrcoutinho ! Melhor governo que a Paraíba já teve👏👏👏👏,0
Emocionante,0
É realmente uma resposta à luta de tantas mulheres e homens pela democratização dos espaços. Me sinto contente e revigorada para continuar nesta luta.👏👏👏👏👏,0
"Alguém ainda dúvida q vivemos uma ditadura do Congresso, Senado e Supremo? Desse jeito vai cobtinyar tudo como Dantes no quartel de Abrantes! E o Exército se fingindo de morto!😐",1
O bom é saber que ele esta com 74 anos e em breve capota.,1
Alguém têm quê parar essa desgraça do STF,1
"Este Senhor, é terrível. 😢",1
Parabéns professor 👏👏👏,0
A ONU vê esse discurso e faz o que pra mudar essa realidade?,0
"Ela pode militar uma causa importante, mas essa voz chorosa forçada não agrega, muito pelo contrário. Parece apenas uma menina histérica e muito chata. Podemos creditar isso a uma imaturidade, mas ela poderia ter sido melhor aconselhada. Perdi a simpatia por ela.",1
Esse homem está louco,1
"Acho que a limpeza que ela fez nesse gabinete não deu muito certo, algumas energias ficaram lá e ativaram nela o que já havia.",0
Temos que votar em presidente e também deputados e senadores a favor do presidente,0
"No local do policial poderia ter colocado a imagem de um político corrupto , tenho certeza que mata muito mais os pobres independente da cor!",0
"Presidente serve pra PORRA nenhuma, so pra tomar pau da imprensa, pq na hora de fazer algo so toma na cabeca",1
Turma do bem !,0
"Jesus, é cada uma desse cidadão. É de assustar.",0
Povo bonito 😍,0
"Vamos incendiar o país, MST.",1
Este cara é um trem desgovernado!,1
Vamos torcer para ele ter que ir ao dentista novamente,0
Estou assistindo ❤️,0
SEGURANÇA NACIONAL JÁ PRA PRENDER ESSE TERRORISTA!!! 👊🇧🇷,1
Exatamente alguns dias atrás o comentário do Presidente sobre a Greta seria para vc um poço de franqueza . O q mudou?,0
E é porque isso é “cristão” não passa de um miliciano que se esconde atrás da religião e entre a política usando o nome de “Deus”. Esse tipo de político me enoja. Tem que pedir a cassação do seu mandato.,1
